14689*51936*001	1486	DONE		2	FIRST	599	14691	1		304|211	1|1	799|1399	Z|N	1|1		0|17.5
14779*65304*001	1503	DONE		2	FREE	0	14780	4		129|271|164|199|58|187|284|86	1|2|2|2|1|2|2|2	1499|699|1099|4950|1300|799|799|1799	N|Z|N|N|N|N|Z|N	1|1|1|1|1|1|1|1		17.5|0|17.5|17.5|17.5|17.5|0|17.5
15025*26813*001	1045	DONE		1	FREE	0	15030	1		74|154|340|33	2|1|2|2	599|3795|374.25|1300	N|N|Z|N	1|1|1|1	||PENGUIN1	17.5|17.5|0|17.5
15091*56949*001	218	DONE		2	FREE	0	15095	3		306|155|238|297|130|246|63|326	2|2|1|1|1|2|2|1	699|4000|1099|699|1050|1299|1699|599.25	Z|N|N|Z|N|N|N|Z	1|1|1|1|1|1|1|1	|||||||PENGUIN1	0|17.5|17.5|0|17.5|17.5|17.5|0
14679*65304*001	434	DONE		1	FREE	0	14682	4		64|339|193|186|54|269|112|88	2|1|2|1|2|1|1|1	1699|374.25|1099|1099|499|1499|1399|1099	N|Z|N|N|N|Z|N|N	1|1|1|1|1|1|1|1	|PENGUIN1	17.5|0|17.5|17.5|17.5|0|17.5|17.5
14887*59232*001	842	DONE		2	FIRST	599	14887	9		301	1	699	Z	1		0
15152*50724*001	1877	DONE		1	FREE	0	15152	9		217|278|201|241	2|2|2|2	1499|799|2499|8995	N|Z|N|N	1|1|1|1		17.5|0|17.5|17.5
15222*55710*001	3329	DONE		1	FREE	0	15226	1		70|169|124|79	1|2|2|1	1299|1099|1499|1699	N|N|N|N	1|1|1|1		17.5|17.5|17.5|17.5
15227*68100*001	2545	DONE		1	FREE	0	15228	5		190|171|104|18|191|52|119|340|142	2|1|1|1|1|2|2|2|2	999|1099|599|1099|1316|1300|1599|374.25|1300	N|N|N|N|N|N|N|Z|N	1|1|1|1|1|1|1|1|1	|||||||PENGUIN1	17.5|17.5|17.5|17.5|17.5|17.5|17.5|0|17.5
15116*54000*001	1154	DONE		2	FREE	0	15116	8		117|1|177|137|216|265|175|43|291	1|2|1|2|1|2|2|2|2	5500|1299|1499|1599|1499|1199|5869|1299|399.5	N|N|N|N|N|Z|N|N|Z	1|1|1|1|1|1|1|1|1	||||||||PRATCHETT1	17.5|17.5|17.5|17.5|17.5|0|17.5|17.5|0
15163*49708*001	3647	DONE		1	FREE	0	15166	7		324|201	2|2	599|2499	Z|N	1|1		0|17.5
15196*69400*001	3189	DONE		1	FREE	0	15198	5		218|164|118|319|97|133	2|2|1|2|1|2	1099|1099|1499|799|1399|1599	N|N|N|Z|N|N	1|1|1|1|1|1		17.5|17.5|17.5|0|17.5|17.5
15325*26964*001	713	DONE		1	FREE	0	15325	5		267|268|213|176	1|1|1|1	699|1899|1999|1099	Z|Z|N|N	1|1|1|1		0|0|17.5|17.5
15335*35784*001	4	DONE		1	FREE	0	15338	8		231|204|229|298|308	2|2|2|1|2	899|1299|699|699|699	N|N|N|Z|Z	1|1|1|1|1		17.5|17.5|17.5|0|0
14897*29454*001	363	DONE		2	FREE	0	14901	9		56|183	2|2	1399|1999	N|N	1|1		17.5|17.5
15312*28728*001	3768	DONE		2	FREE	0	15314	3		174|286|135|154|316|53|146|272|169	2|2|2|2|2|1|2|2|1	1499|799|899|3795|799|599|999|899|1099	N|Z|N|N|Z|N|N|Z|N	1|1|1|1|1|1|1|1|1		17.5|0|17.5|17.5|0|17.5|17.5|0|17.5
14674*72000*001	967	DONE		2	FREE	0	14675	5		40|273|110|112|19|104|306|325|299	2|2|1|2|2|1|1|2|1	1299|699|6457|1399|999|599|699|374.25|499	N|Z|N|N|N|N|Z|Z|Z	1|1|1|1|1|1|1|1|1	|||||||PENGUIN1	17.5|0|17.5|17.5|17.5|17.5|0|0|0
14825*47835*001	1971	DONE		2	FREE	0	14826	5		116|137|15	1|2|2	6500|1599|1300	N|N|N	1|1|1		17.5|17.5|17.5
14897*67740*001	1149	DONE		2	FIRST	599	14901	2		104|195	1|2	599|1188	N|N	1|1		17.5|17.5
14936*33708*001	2173	DONE		1	FIRST	599	14936	5		312|268	1|1	699|1899	Z|Z	1|1		0|0
14955*58108*001	562	DONE		2	FREE	0	14957	7		39|313|33|35|22|306|234|350	1|1|1|1|2|2|1|2	1300|699|1300|799|2699|699|899|899	N|Z|N|N|N|Z|N|Z	1|1|1|1|1|1|1|1		17.5|0|17.5|17.5|17.5|0|17.5|0
15206*51180*001	2635	DONE		1	FREE	0	15211	1		16|277|203|231	1|2|1|1	1399|699|1699|899	N|Z|N|N	1|1|1|1		17.5|0|17.5|17.5
15323*68859*001	1342	DONE		1	FREE	0	15327	6		330|159|35|67|325|237|341	1|2|2|2|2|2|2	449.25|2199|799|899|374.25|1400|374.25	Z|N|N|N|Z|N|Z	1|1|1|1|1|1|1	PENGUIN1||||PENGUIN1||PENGUIN1	0|17.5|17.5|17.5|0|17.5|0
15347*63169*001	2421	DONE		1	FREE	0	15348	2		124|236|158	2|2|1	1499|7999|1599	N|N|N	1|1|1		17.5|17.5|17.5
15364*71100*001	995	DONE		2	FREE	0	15365	4		12|222|164|56|317	2|2|1|1|1	1299|1099|1099|1399|699	N|N|N|N|Z	1|1|1|1|1		17.5|17.5|17.5|17.5|0
15371*41977*001	1669	DONE		1	FREE	0	15374	2		180|265|334|281|24|310|135|50|190	2|1|2|2|2|2|1|1|1	1099|1199|799|799|1499|799|899|1599|999	N|Z|Z|Z|N|Z|N|N|N	1|1|1|1|1|1|1|1|1		17.5|0|0|0|17.5|0|17.5|17.5|17.5
14377*40800*001	116	DONE		1	FREE	0	14381	8		71|144|85|257	1|2|2|1	1099|1299|924|799	N|N|N|Z	1|1|1|1		17.5|17.5|17.5|0
14717*36900*001	245	DONE		1	FREE	0	14722	4		143|135|174|157|265|127|183|255	1|1|2|1|1|2|1|1	1599|899|1499|1300|1199|2499|1999|799	N|N|N|N|Z|N|N|Z	1|1|1|1|1|1|1|1		17.5|17.5|17.5|17.5|0|17.5|17.5|0
14921*46470*001	703	DONE		1	FREE	0	14922	6		276|56|57|164|316|192|209|95|92	1|1|2|1|2|1|1|1|2	799|1399|1300|1099|799|1499|1499|999|1499	Z|N|N|N|Z|N|N|N|N	1|1|1|1|1|1|1|1|1		0|17.5|17.5|17.5|0|17.5|17.5|17.5|17.5
15083*48594*001	900	DONE		2	FREE	0	15084	4		222|304|42|251|29|274	1|1|1|2|1|2	1099|799|799|799|1099|999	N|Z|N|Z|N|Z	1|1|1|1|1|1		17.5|0|17.5|0|17.5|0
15324*53424*001	104	DONE		2	FREE	0	15324	7		38|1|127	1|2|1	1399|1299|2499	N|N|N	1|1|1		17.5|17.5|17.5
14511*61600*001	21	DONE		2	FREE	0	14511	2		178|272|100|215|12|37|267|113	1|1|1|2|1|1|1|1	1499|899|1599|1300|1299|1799|699|1599	N|Z|N|N|N|N|Z|N	1|1|1|1|1|1|1|1		17.5|0|17.5|17.5|17.5|17.5|0|17.5
14824*40290*001	1238	DONE		1	FIRST	599	14827	6		68|36	2|1	999|1699	N|N	1|1		17.5|17.5
14979*43088*001	2626	DONE		1	FREE	0	14979	6		209|97|312|175|302|334|181|149|104	1|1|1|2|1|1|2|1|1	1499|1399|699|5869|699|799|1099|999|599	N|N|Z|N|Z|Z|N|N|N	1|1|1|1|1|1|1|1|1		17.5|17.5|0|17.5|0|0|17.5|17.5|17.5
15021*68751*001	1059	DONE		1	FREE	0	15025	4		63|214|53|317	2|2|2|1	1699|1499|599|699	N|N|N|Z	1|1|1|1		17.5|17.5|17.5|0
15126*55278*001	2219	DONE		2	FREE	0	15132	6		296|31|303|143|192|230|308	1|2|2|1|1|1|2	699|1976|899|1599|1499|1499|699	Z|N|Z|N|N|N|Z	1|1|1|1|1|1|1		0|17.5|0|17.5|17.5|17.5|0
15199*50314*001	2681	DONE		1	FIRST	599	15203	7		242	2	1999	N	1		17.5
15315*53424*001	3574	DONE		2	FIRST	599	15318	7		182|349|71|321|104	1|1|1|1|1	1099|899|1099|699|599	N|Z|N|Z|N	1|1|1|1|1		17.5|0|17.5|0|17.5
15251*47216*001	90	DONE		1	FREE	0	15253	4		276|61|247|315|213|10|133	1|2|2|1|1|2|1	799|1099|1099|799|1999|2199|1599	Z|N|N|Z|N|N|N	1|1|1|1|1|1|1		0|17.5|17.5|0|17.5|17.5|17.5
15303*29880*001	4349	DONE		2	FREE	0	15304	6		232|338|113|183|342|207|316|162	1|1|2|1|2|1|1|1	1699|374.25|1599|1999|799|799|799|923	N|Z|N|N|Z|N|Z|N	1|1|1|1|1|1|1|1	|PENGUIN1	17.5|0|17.5|17.5|0|17.5|0|17.5
14455*56400*001	224	DONE		2	FREE	0	14458	2		219|82|303|172|287|143|60|113	2|2|2|1|1|2|2|1	1999|1999|899|1999|799|1599|499|1599	N|N|Z|N|Z|N|N|N	1|1|1|1|1|1|1|1		17.5|17.5|0|17.5|0|17.5|17.5|17.5
14459*50724*001	382	DONE		2	FIRST	599	14463	3		30|28	1|1	499|999	N|N	1|1		17.5|17.5
14848*46326*001	1491	DONE		2	FREE	0	14853	4		279|315|215|20|110|85|302|156|344	2|1|1|2|2|1|1|1|1	699|799|1300|999|6457|924|699|1499|599.25	Z|Z|N|N|N|N|Z|N|Z	1|1|1|1|1|1|1|1|1	||||||||PENGUIN1	0|0|17.5|17.5|17.5|17.5|0|17.5|0
14875*70050*001	2241	DONE		2	FREE	0	14881	7		26|51|111|151|4|65|211|166|86	1|1|2|2|1|2|1|1|1	1399|1300|1499|1399|599|2499|1399|1699|1799	N|N|N|N|N|N|N|N|N	1|1|1|1|1|1|1|1|1		17.5|17.5|17.5|17.5|17.5|17.5|17.5|17.5|17.5
14993*54096*001	2875	DONE		2	FREE	0	14994	4		85|255|108|89|323|22|200|178	1|1|1|2|1|1|1|1	924|799|1499|1299|699|2699|299|1499	N|Z|N|N|Z|N|N|N	1|1|1|1|1|1|1|1		17.5|0|17.5|17.5|0|17.5|17.5|17.5
15022*46923*001	3049	DONE		2	FREE	0	15025	6		10|220|57	1|1|2	2199|1499|1300	N|N|N	1|1|1		17.5|17.5|17.5
15026*55278*001	377	DONE		2	FIRST	599	15026	1		48	1	499	N	1		17.5
15057*68961*001	229	DONE		2	FIRST	599	15060	6		200|17|258	2|1|2	299|899|999	N|N|Z	1|1|1		17.5|17.5|0
15138*51642*001	1668	DONE		1	FIRST	599	15141	1		122|300	1|2	1599|599	N|Z	1|1		17.5|0
15175*71988*001	3073	DONE		2	FREE	0	15179	6		140|234|256|182|19|152|287	2|2|1|2|1|1|2	1499|899|799|1099|999|499|799	N|N|Z|N|N|N|Z	1|1|1|1|1|1|1		17.5|17.5|0|17.5|17.5|17.5|0
15270*58224*001	1903	DONE		1	FREE	0	15271	7		189|143|99|176|28|5|346|198|230	2|2|2|2|2|1|2|2|1	999|1599|1699|1099|999|1099|799|1499|1499	N|N|N|N|N|N|Z|N|N	1|1|1|1|1|1|1|1|1		17.5|17.5|17.5|17.5|17.5|17.5|0|17.5|17.5
15330*40194*001	376	DONE		2	FIRST	599	15333	2		298|222|310	1|2|1	699|1099|799	Z|N|Z	1|1|1		0|17.5|0
14705*72000*001	1301	DONE		1	FREE	0	14706	5		245|257|235|129|77|107|188|88|273	1|1|2|2|1|1|1|2|2	1300|799|1899|1499|499|1699|1599|1099|699	N|Z|N|N|N|N|N|N|Z	1|1|1|1|1|1|1|1|1		17.5|0|17.5|17.5|17.5|17.5|17.5|17.5|0
14724*36900*001	1336	DONE		1	FIRST	599	14724	6		131	1	1699	N	1		17.5
14944*67740*001	882	DONE		2	FREE	0	14944	2		266|57|5|76|93	1|2|2|1|2	799|1300|1099|5525|5295	Z|N|N|N|N	1|1|1|1|1		0|17.5|17.5|17.5|17.5
15050*50853*001	2052	DONE		1	FREE	0	15052	3		243|150|60	1|1|2	599|6500|499	N|N|N	1|1|1		17.5|17.5|17.5
15201*28664*001	982	DONE		2	FIRST	599	15201	6		77|54|243	2|2|1	499|499|599	N|N|N	1|1|1		17.5|17.5|17.5
15210*59840*001	2758	DONE		1	FREE	0	15216	9		222|102|74|318|249	2|1|2|2|1	1099|4195|599|799|1251	N|N|N|Z|N	1|1|1|1|1		17.5|17.5|17.5|0|17.5
15295*64980*001	1370	DONE		1	FREE	0	15299	6		345|192|222|158|96|318	2|2|1|1|1|2	699|1499|1099|1599|1299|799	Z|N|N|N|N|Z	1|1|1|1|1|1		0|17.5|17.5|17.5|17.5|0
15321*70211*001	4312	DONE		1	FIRST	599	15326	7		321|270|203|303	1|1|1|1	699|799|1699|899	Z|Z|N|Z	1|1|1|1		0|0|17.5|0
15336*35688*001	1421	DONE		2	FREE	0	15341	4		68|156|339|27|228|297|228	1|1|2|2|2|2|1	999|1499|374.25|899|799|699|799	N|N|Z|N|N|Z|N	1|1|1|1|1|1|1	||PENGUIN1	17.5|17.5|0|17.5|17.5|0|17.5
14486*54978*001	49	DONE		1	FIRST	599	14492	9		176	2	1099	N	1		17.5
14510*66800*001	491	DONE		2	FIRST	599	14516	9		99	2	1699	N	1		17.5
15191*49448*001	137	DONE		1	FREE	0	15196	6		302|55|126|107|235	1|1|1|1|1	699|1300|499|1699|1899	Z|N|N|N|N	1|1|1|1|1		0|17.5|17.5|17.5|17.5
15200*39650*001	3829	DONE		1	FREE	0	15204	9		345|280|236|328|313|159|151|280	1|2|1|2|2|2|1|1	699|2000|7999|599|699|2199|1399|2000	Z|Z|N|Z|Z|N|N|Z	1|1|1|1|1|1|1|1		0|0|17.5|0|0|17.5|17.5|0
15341*28728*001	3437	DONE		2	FREE	0	15343	4		350|83|193	1|2|2	899|1099|1099	Z|N|N	1|1|1		0|17.5|17.5
14728*43920*001	680	DONE		2	FREE	0	14732	5		140|171|218	2|2|2	1499|1099|1099	N|N|N	1|1|1		17.5|17.5|17.5
14735*32400*001	1655	DONE		1	FIRST	599	14740	6		237	2	1400	N	1		17.5
14803*47216*001	1302	DONE		1	FREE	0	14805	6		177|238|310|169|117|81	2|1|2|1|2|2	1499|1099|799|1099|5500|1499	N|N|Z|N|N|N	1|1|1|1|1|1		17.5|17.5|0|17.5|17.5|17.5
14878*50550*001	857	DONE		2	FREE	0	14884	6		14|283|273|133|292|253	2|2|1|1|1|1	1099|799|699|1599|399.5|699	N|Z|Z|N|Z|Z	1|1|1|1|1|1	||||PRATCHETT1	17.5|0|0|17.5|0|0
15116*64800*001	739	DONE		2	FREE	0	15116	5		260|3|275|24|134|55|327|14|199	1|1|2|2|1|1|2|1|1	699|1499|699|1499|699|1300|524.25|1099|4950	Z|N|Z|N|N|N|Z|N|N	1|1|1|1|1|1|1|1|1	||||||PENGUIN1	0|17.5|0|17.5|17.5|17.5|0|17.5|17.5
15196*58350*001	3039	DONE		1	FIRST	599	15197	3		42|78|224	2|1|1	799|1499|1399	N|N|N	1|1|1		17.5|17.5|17.5
15207*66768*001	2328	DONE		2	FIRST	599	15211	1		36|262|319	1|2|2	1699|699|799	N|Z|Z	1|1|1		17.5|0|0
15314*64008*001	573	DONE		1	FREE	0	15315	5		200|207|10|255	2|1|2|1	299|799|2199|799	N|N|N|Z	1|1|1|1		17.5|17.5|17.5|0
15368*54900*001	1847	DONE		2	FREE	0	15368	7		309|168|9|116	1|2|2|1	699|1599|1499|6500	Z|N|N|N	1|1|1|1		0|17.5|17.5|17.5
14558*45255*001	794	DONE		2	FIRST	599	14564	2		315|197	2|1	799|1999	Z|N	1|1		0|17.5
14635*32400*001	71	DONE		2	FIRST	599	14637	3		169|12	2|1	1099|1299	N|N	1|1		17.5|17.5
14796*57375*001	542	DONE		2	FREE	0	14800	7		77|19|87|150|130|206	1|2|2|1|2|1	499|999|499|6500|1050|1499	N|N|N|N|N|N	1|1|1|1|1|1		17.5|17.5|17.5|17.5|17.5|17.5
14924*57105*001	1630	DONE		1	FIRST	599	14926	1		37|281|8	1|1|2	1799|799|899	N|Z|N	1|1|1		17.5|0|17.5
15134*67740*001	144	DONE		1	FIRST	599	15134	1		246	2	1299	N	1		17.5
15183*56392*001	2757	DONE		2	FIRST	599	15186	5		183|27	2|1	1999|899	N|N	1|1		17.5|17.5
15311*56952*001	3766	DONE		2	FREE	0	15314	8		284|45|288|313|106|225|108	1|1|1|2|1|2|1	799|1300|799|699|1399|1499|1499	Z|N|Z|Z|N|N|N	1|1|1|1|1|1|1		0|17.5|0|0|17.5|17.5|17.5
14852*32745*001	2124	DONE		2	FREE	0	14857	3		217|179|208|19	2|2|1|2	1499|899|1499|999	N|N|N|N	1|1|1|1		17.5|17.5|17.5|17.5
14969*50314*001	1826	DONE		2	FIRST	599	14975	2		274|334	2|1	999|799	Z|Z	1|1		0|0
15035*31884*001	779	DONE		2	FREE	0	15039	8		335|41|62|261|80|275|306|294|251	2|2|1|2|1|2|2|1|2	799|1099|1599|699|923|699|699|399.5|799	Z|N|N|Z|N|Z|Z|Z|Z	1|1|1|1|1|1|1|1|1	|||||||PRATCHETT1	0|17.5|17.5|0|17.5|0|0|0|0
15066*39240*001	197	DONE		1	FREE	0	15072	6		92|74|17|110	1|2|1|1	1499|599|899|6457	N|N|N|N	1|1|1|1		17.5|17.5|17.5|17.5
15314*57393*001	2925	DONE		1	FREE	0	15316	7		228|322|211|251|149|317|311	1|1|2|2|2|2|2	799|699|1399|799|999|699|799	N|Z|N|Z|N|Z|Z	1|1|1|1|1|1|1		17.5|0|17.5|0|17.5|0|0
15312*54747*001	795	DONE		1	FREE	0	15318	6		128|219|232|136|330|84|103|340	1|1|2|1|2|2|1|1	4500|1999|1699|799|449.25|7500|1599|374.25	N|N|N|N|Z|N|N|Z	1|1|1|1|1|1|1|1	||||PENGUIN1|||PENGUIN1	17.5|17.5|17.5|17.5|0|17.5|17.5|0
15322*45927*001	698	DONE		1	FREE	0	15326	3		164|128|24|80|268|13|312|216|74	2|1|1|1|1|1|2|2|1	1099|4500|1499|923|1899|1599|699|1499|599	N|N|N|N|Z|N|Z|N|N	1|1|1|1|1|1|1|1|1		17.5|17.5|17.5|17.5|0|17.5|0|17.5|17.5
14825*38781*001	591	DONE		1	FREE	0	14825	7		277|298|269|217|125	2|2|1|1|1	699|699|1499|1499|499	Z|Z|Z|N|N	1|1|1|1|1		0|0|0|17.5|17.5
14879*33000*001	2256	DONE		1	FREE	0	14882	1		25|13|296|26|312|291|98|328	1|1|1|1|2|2|1|2	1099|1599|699|1399|699|399.5|899|599	N|N|Z|N|Z|Z|N|Z	1|1|1|1|1|1|1|1	|||||PRATCHETT1	17.5|17.5|0|17.5|0|0|17.5|0
15015*41330*001	1974	DONE		1	FREE	0	15017	5		215|35|128|179|121|76	1|2|1|1|1|2	1300|799|4500|899|1300|5525	N|N|N|N|N|N	1|1|1|1|1|1		17.5|17.5|17.5|17.5|17.5|17.5
15095*48594*001	952	DONE		2	FIRST	599	15095	2		309	1	699	Z	1		0
15190*57242*001	2241	DONE		1	FIRST	599	15191	5		40	1	1299	N	1		17.5
15324*47250*001	2060	DONE		1	FREE	0	15330	8		172|119|104|154|110	1|1|2|1|2	1999|1599|599|3795|6457	N|N|N|N|N	1|1|1|1|1		17.5|17.5|17.5|17.5|17.5
14889*67740*001	1911	DONE		2	FREE	0	14891	5		339|154|69	2|1|1	374.25|3795|1599	Z|N|N	1|1|1	PENGUIN1	0|17.5|17.5
14932*48597*001	1479	DONE		2	FREE	0	14937	5		259|58|218|260|168	1|2|1|2|1	1599|1300|1099|699|1599	Z|N|N|Z|N	1|1|1|1|1	MEYER1	0|17.5|17.5|0|17.5
15116*50400*001	2360	DONE		2	FIRST	599	15121	5		95|231|141	1|1|2	999|899|1299	N|N|N	1|1|1		17.5|17.5|17.5
15280*55472*001	2916	DONE		2	FREE	0	15283	8		316|135|80|119|33|131	1|2|1|1|1|2	799|899|923|1599|1300|1699	Z|N|N|N|N|N	1|1|1|1|1|1		0|17.5|17.5|17.5|17.5|17.5
15325*64008*001	961	DONE		1	FREE	0	15325	5		219|241|269|48|266|160	2|2|1|1|2|2	1999|8995|1499|499|799|1399	N|N|Z|N|Z|N	1|1|1|1|1|1		17.5|17.5|0|17.5|0|17.5
15355*29615*001	1339	DONE		2	FREE	0	15361	6		228|310|228|61|79|78	2|1|2|1|2|2	799|799|799|1099|1699|1499	N|Z|N|N|N|N	1|1|1|1|1|1		17.5|0|17.5|17.5|17.5|17.5
14479*71994*001	508	DONE		1	FREE	0	14483	6		188|153|196|226|295|184|101|145|207	2|2|2|1|1|1|2|2|2	1599|1300|1499|799|1299|1300|899|1999|799	N|N|N|N|Z|N|N|N|N	1|1|1|1|1|1|1|1|1		17.5|17.5|17.5|17.5|0|17.5|17.5|17.5|17.5
14660*35052*001	223	DONE		2	FIRST	599	14661	4		228|135|328|105	1|2|1|1	799|899|599|1699	N|N|Z|N	1|1|1|1		17.5|17.5|0|17.5
15067*46923*001	423	DONE		1	FREE	0	15070	3		138|235|67|72|142|328|81|139	1|2|1|1|1|1|1|2	2850|1899|899|899|1300|599|1499|1099	N|N|N|N|N|Z|N|N	1|1|1|1|1|1|1|1		17.5|17.5|17.5|17.5|17.5|0|17.5|17.5
15104*31884*001	3072	DONE		2	FREE	0	15107	8		142|114|3|238	1|2|2|1	1300|1499|1499|1099	N|N|N|N	1|1|1|1		17.5|17.5|17.5|17.5
15216*64300*001	1350	DONE		2	FREE	0	15221	7		99|140|57|191	2|1|2|1	1699|1499|1300|1316	N|N|N|N	1|1|1|1		17.5|17.5|17.5|17.5
15227*64200*001	1274	DONE		1	FREE	0	15227	1		69|7|210|287|30	2|2|1|2|2	1599|1299|799|799|499	N|N|N|Z|N	1|1|1|1|1		17.5|17.5|17.5|0|17.5
15236*38850*001	4098	DONE		1	FREE	0	15237	1		38|109|101|53|67|155|320	2|1|2|2|2|1|2	1399|1399|899|599|899|4000|699	N|N|N|N|N|N|Z	1|1|1|1|1|1|1		17.5|17.5|17.5|17.5|17.5|17.5|0
14889*29454*001	1133	DONE		1	FREE	0	14890	2		75|225|184|225	2|1|1|1	1499|1499|1300|1499	N|N|N|N	1|1|1|1		17.5|17.5|17.5|17.5
15200*69400*001	3084	DONE		1	FREE	0	15205	7		180|313|129|33|312|238|192	1|1|2|2|2|1|1	1099|699|1499|1300|699|1099|1499	N|Z|N|N|Z|N|N	1|1|1|1|1|1|1		17.5|0|17.5|17.5|0|17.5|17.5
15266*55472*001	4224	DONE		2	FREE	0	15271	6		335|322|103|258|200|292	1|1|2|1|2|1	799|699|1599|999|299|399.5	Z|Z|N|Z|N|Z	1|1|1|1|1|1	|||||PRATCHETT1	0|0|17.5|0|17.5|0
15319*71505*001	162	DONE		1	FREE	0	15324	2		18|101|247|255	2|1|2|2	1099|899|1099|799	N|N|N|Z	1|1|1|1		17.5|17.5|17.5|0
14468*63486*001	117	DONE		2	FREE	0	14469	4		143|181	2|2	1599|1099	N|N	1|1		17.5|17.5
14701*43200*001	1205	DONE		1	FIRST	599	14704	7		8	2	899	N	1		17.5
14951*40788*001	1066	DONE		1	FREE	0	14955	1		79|302|344|69|7|17|134|146|90	1|2|2|2|1|2|1|2|1	1699|699|599.25|1599|1299|899|699|999|1399	N|Z|Z|N|N|N|N|N|N	1|1|1|1|1|1|1|1|1	||PENGUIN1	17.5|0|0|17.5|17.5|17.5|17.5|17.5|17.5
14956*33860*001	1179	DONE		1	FREE	0	14959	7		70|264|149|59|181|275	1|1|2|1|1|2	1299|699|999|799|1099|699	N|Z|N|N|N|Z	1|1|1|1|1|1		17.5|0|17.5|17.5|17.5|0
14970*46850*001	1471	DONE		2	FREE	0	14974	6		156|154|232|207|53|126	2|1|2|2|2|1	1499|3795|1699|799|599|499	N|N|N|N|N|N	1|1|1|1|1|1		17.5|17.5|17.5|17.5|17.5|17.5
14651*27800*001	585	DONE		1	FIRST	599	14653	4		105	1	1699	N	1		17.5
14882*29100*001	1842	DONE		2	FREE	0	14888	4		197|257|40|283|85|39|127|292|187	1|2|2|1|1|2|2|1|2	1999|799|1299|799|924|1300|2499|399.5|799	N|Z|N|Z|N|N|N|Z|N	1|1|1|1|1|1|1|1|1	|||||||PRATCHETT1	17.5|0|17.5|0|17.5|17.5|17.5|0|17.5
14981*70608*001	2763	DONE		2	FREE	0	14985	8		224|7|125|173|205|148|287|100|69	1|1|2|2|1|2|2|2|2	1399|1299|499|1299|999|499|799|1599|1599	N|N|N|N|N|N|Z|N|N	1|1|1|1|1|1|1|1|1		17.5|17.5|17.5|17.5|17.5|17.5|0|17.5|17.5
15041*45480*001	1543	DONE		1	FREE	0	15047	2		138	2	2850	N	1		17.5
15053*55380*001	1351	DONE		1	FREE	0	15053	9		234|276|183|213|183|74|163|346	1|2|2|1|2|2|2|1	899|799|1999|1999|1999|599|1999|799	N|Z|N|N|N|N|N|Z	1|1|1|1|1|1|1|1		17.5|0|17.5|17.5|17.5|17.5|17.5|0
15058*37272*001	2296	DONE		2	FREE	0	15059	7		262|11|127|251|189|98|155	2|2|2|1|2|1|2	699|1499|2499|799|999|899|4000	Z|N|N|Z|N|N|N	1|1|1|1|1|1|1		0|17.5|17.5|0|17.5|17.5|17.5
15273*36208*001	2735	DONE		1	FIRST	599	15278	9		103	2	1599	N	1		17.5
15350*45900*001	127	DONE		1	FREE	0	15353	7		123|254|75|337	2|2|2|2	499|699|1499|799	N|Z|N|Z	1|1|1|1		17.5|0|17.5|0
15353*60520*001	3030	DONE		2	FREE	0	15354	4		184|307|153|240|164	2|1|1|2|1	1300|699|1300|1595|1099	N|Z|N|N|N	1|1|1|1|1		17.5|0|17.5|17.5|17.5
14927*52851*001	1014	DONE		1	FREE	0	14927	6		185|295|131|53|217|186|9	2|1|2|1|1|2|1	9095|1299|1699|599|1499|1099|1499	N|Z|N|N|N|N|N	1|1|1|1|1|1|1		17.5|0|17.5|17.5|17.5|17.5|17.5
14970*41654*001	1946	DONE		2	FREE	0	14973	9		273|291|177|171|269|189	2|2|2|2|2|1	699|399.5|1499|1099|1499|999	Z|Z|N|N|Z|N	1|1|1|1|1|1	|PRATCHETT1	0|0|17.5|17.5|0|17.5
15028*36897*001	2784	DONE		1	FIRST	599	15033	3		335|344|272	1|2|2	799|599.25|899	Z|Z|Z	1|1|1	|PENGUIN1	0|0|0
15072*41910*001	1561	DONE		2	FREE	0	15075	4		60|91|50|278|343	2|1|2|1|1	499|1499|1599|799|749.25	N|N|N|Z|Z	1|1|1|1|1	||||PENGUIN1	17.5|17.5|17.5|0|0
15200*55800*001	2513	DONE		1	FREE	0	15201	7		279|113|147	1|2|1	699|1599|1799	Z|N|N	1|1|1		0|17.5|17.5
15315*28287*001	1406	DONE		1	FIRST	599	15316	2		181	2	1099	N	1		17.5
15333*34020*001	1100	DONE		2	FREE	0	15336	8		10|235	2|1	2199|1899	N|N	1|1		17.5|17.5
15367*56105*001	4218	DONE		2	FREE	0	15370	7		105|20|185	1|2|2	1699|999|9095	N|N|N	1|1|1		17.5|17.5|17.5
14394*36900*001	169	DONE		2	FREE	0	14400	3		177|285|172|215|317|215|51	2|1|1|1|2|2|1	1499|1299|1999|1300|699|1300|1300	N|Z|N|N|Z|N|N	1|1|1|1|1|1|1		17.5|0|17.5|17.5|0|17.5|17.5
14953*45984*001	254	DONE		1	FIRST	599	14953	7		317|109	2|2	699|1399	Z|N	1|1		0|17.5
15064*47835*001	1803	DONE		2	FREE	0	15070	2		75|155|42|242|332|308|175|252|101	2|2|2|2|2|1|1|1|2	1499|4000|799|1999|799|699|5869|799|899	N|N|N|N|Z|Z|N|Z|N	1|1|1|1|1|1|1|1|1		17.5|17.5|17.5|17.5|0|0|17.5|0|17.5
15074*56949*001	1040	DONE		1	FIRST	599	15075	4		14	2	1099	N	1		17.5
14372*56400*001	101	DONE		1	FIRST	599	14374	5		330	2	449.25	Z	1	PENGUIN1	0
