	15510*29031.743*1
238	14413*48600*001|14497*35600*001|14617*28800*001|14648*33000*001|14659*38200*001|14661*43400*001|14721*39240*001|14728*60300*001|14771*47480*001|14897*37962*001
2538	14950*62438*001|15003*36208*001|15061*62640*001|15147*71994*001|15360*72000*001
3041	15019*71988*001|15333*56070*001
3544	15142*37962*001|15174*60300*001|15222*53676*001|15317*27405*001|15327*33138*001
4047	15226*71982*001
4550	15335*52983*001
741	14545*60300*001|14810*55472*001|14925*71988*001|15111*35226*001
1030	14601*71988*001|14859*68100*001|14873*47574*001|14962*36458*001|15201*58974*001|15337*60921*001
1533	14701*46800*001
2036	14837*38358*001|14860*33000*001|14924*48597*001|15009*68646*001|15010*46923*001|15143*65880*001|15340*46809*001
239	14413*56400*001|14449*72000*001|14477*29454*001|14647*30126*001|14720*65304*001|14727*45252*001|14788*56392*001|14880*31050*001|15191*71098*001|15373*36000*001|15396*50400*001
2539	14950*71964*001|15077*65304*001|15333*29169*001|15339*67536*001|15367*29615*001
3042	15020*48594*001
3545	15142*42216*001|15326*66715*001
4048	15227*27150*001|15270*60976*001|15349*50807*001|15362*38700*001
4551	15335*66213*001
742	14545*72000*001|14581*68646*001|14667*61600*001|14668*32589*001|14842*44817*001|14914*29454*001|14975*65902*001|14996*60650*001|15238*42750*001
10	14339*72000*001|14453*40800*001|14484*71994*001|14702*46260*001|14866*39438*001|15022*26871*001|15194*39056*001|15319*35784*001
1031	14602*35226*001|14615*43200*001|15175*67532*001
1534	14701*50400*001|14787*38568*001|14817*66150*001|14846*42744*001|15028*33555*001|15092*31652*001|15310*55620*001|15317*67977*001
2037	14837*44206*001|14954*26932*001|15017*55278*001|15021*71977*001|15135*35835*001|15317*55188*001|15318*69741*001
240	14413*64200*001|14585*71988*001|14770*52851*001|14939*27327*001|14967*44252*001|14969*58974*001|14981*55472*001|15260*58224*001|15311*52101*001|15337*35784*001
2540	14951*26932*001|15195*34726*001
3043	15020*65304*001
3546	15142*44343*001|15297*56392*001|15304*40796*001|15326*57975*001
4049	15227*36900*001|15331*55790*001
4552	15335*67095*001
743	14546*31050*001|14576*31885*001|14681*65304*001|14843*41799*001|15008*43581*001|15019*53607*001|15191*65902*001|15222*47574*001|15317*59598*001
1032	14602*38568*001|14667*66800*001|14718*49708*001|14720*47480*001|14750*39600*001|14781*44343*001|15326*60160*001|15340*43722*001|15369*60520*001
11	14340*40800*001|14386*72000*001|14467*67740*001|14520*31050*001|14624*46800*001|14649*27663*001|14850*47130*001|15166*56392*001|15344*68400*001
1535	14701*72000*001|14702*41580*001|14716*32220*001|14933*58620*001|14992*53560*001|14998*69158*001|15094*41910*001|15315*37107*001
2038	14837*45668*001|14968*71964*001|15086*53607*001|15217*36458*001
241	14414*48600*001|14645*61600*001|14722*58620*001|14779*67532*001|14798*63728*001|14912*50724*001|14982*39380*001|15076*43581*001|15213*63304*001|15224*43506*001|15331*59286*001|15344*48600*001
2541	14951*34726*001|15138*61812*001|15176*38568*001|15331*29133*001
3044	15021*33265*001|15221*52500*001
3547	15142*54978*001|15288*64980*001|15299*40796*001|15320*70623*001
4050	15227*40800*001|15341*47691*001
4553	15336*25637*001
744	14546*36900*001|14621*45252*001|14656*72000*001|14663*67071*001|14668*54756*001|14674*39600*001|14687*35226*001|15322*47250*001|15333*66654*001|15365*59637*001
1033	14602*41910*001|14733*72000*001|14867*27150*001|14964*71098*001|15047*52362*001|15335*52101*001|15364*53100*001
12	14340*56400*001|14429*48600*001|14485*54978*001|14770*44343*001|14993*34832*001|15125*32400*001|15265*48600*001|15390*35226*001
1536	14702*72000*001|14853*65943*001|14872*33000*001|14872*64200*001|15274*40800*001|15328*70182*001|15349*49041*001
2039	14837*47130*001|15019*30213*001|15249*52500*001
242	14414*56400*001|14728*64980*001|14776*38568*001|14921*27327*001|14941*37962*001|14968*67634*001|15094*45252*001|15206*57242*001|15230*61812*001|15249*68100*001
2542	14951*37324*001|15312*47250*001|15314*35343*001|15339*34902*001
3045	15021*34878*001|15059*47835*001|15141*46470*001|15217*67634*001|15328*64008*001
3548	15142*67740*001|15313*62685*001|15358*58500*001
4051	15227*56400*001|15326*43117*001|15350*53100*001
4554	15336*40932*001
745	14546*48600*001|14611*28800*001|14924*37962*001|14967*69366*001|14970*47716*001|14973*37324*001|15197*45118*001|15358*41400*001|15370*63000*001
1034	14602*45252*001|14612*57600*001|14626*68400*001|14759*28800*001|14831*67452*001|14951*41654*001|15333*62685*001
13	14340*72000*001|14469*50724*001|14573*45255*001|14729*36340*001|14785*48597*001|14833*59907*001|14917*69867*001|15181*48600*001|15210*53778*001
1537	14702*32220*001|14748*41910*001|14775*69760*001|14996*66322*001|15031*35226*001|15209*53778*001|15321*34814*001|15329*28728*001
2040	14837*61750*001|14950*59840*001|14957*52046*001|14976*29615*001|15011*46169*001|15162*60300*001|15323*56070*001
243	14414*64200*001|14428*34560*001|14595*68400*001|14654*64200*001|14743*35226*001|15098*65304*001|15221*72000*001|15340*64008*001|15341*54747*001
2543	14951*51180*001|15143*45540*001|15187*67532*001|15201*65902*001|15225*60300*001|15331*67152*001
3046	15021*54234*001|15189*26932*001|15316*37873*001|15335*53865*001
3549	15143*31302*001|15162*48600*001|15263*43400*001|15321*33940*001|15331*59723*001
4052	15227*72000*001|15350*54000*001|15352*54900*001
4555	15336*47924*001
746	14546*54450*001|14680*71988*001|14710*46260*001|14717*50940*001|14954*58108*001|14966*64170*001|15161*67532*001|15195*62438*001|15231*33000*001|15291*39240*001|15338*35784*001
1035	14602*48594*001|15067*26871*001|15192*64300*001|15315*40635*001|15356*59400*001
14	14341*40800*001|14421*62640*001|14424*33000*001|14447*34560*001|14531*31050*001|14608*51936*001|14952*67634*001|14972*71098*001|14982*33708*001|15063*67452*001
1538	14702*36900*001|14876*54450*001|15060*37272*001|15063*56889*001|15107*31884*001|15168*49708*001|15231*38850*001
2041	14837*66136*001|14895*37962*001|15316*63219*001|15361*43743*001
244	14414*72000*001|14454*34560*001|14456*62640*001|14458*34560*001|14483*33708*001|14496*46000*001|14704*34112*001|14730*46260*001|14967*26932*001|15039*65943*001|15194*63304*001|15243*47574*001
2544	14951*55510*001|15010*33555*001|15175*54164*001
3047	15021*60686*001|15323*49455*001|15323*71946*001|15342*36000*001
3550	15143*39438*001|15329*26523*001|15370*48600*001
4053	15228*27234*001|15352*45000*001
4556	15336*54479*001
747	14547*36900*001|14554*65310*001|14618*50400*001|14730*36900*001|14795*49968*001|14805*39825*001|14900*52500*001|14973*39922*001|15198*63304*001
1036	14602*51936*001|14829*71979*001|14876*42750*001|14981*41712*001|15198*58974*001|15272*38200*001|15300*43920*001|15315*49455*001|15340*56511*001
15	14341*56400*001|14422*72000*001|14491*46000*001|14508*46000*001|14615*39600*001|14763*69760*001|14786*47480*001|14945*43024*001|14951*29530*001|15145*65613*001|15231*52500*001
1539	14702*55620*001|14794*58224*001|14840*40290*001|14849*38781*001|14855*67914*001|15043*31236*001|15051*26760*001|15054*44817*001
2042	14837*67598*001|15020*33555*001|15214*32994*001|15325*38430*001|15391*46800*001
245	14415*33000*001|14682*54000*001|14686*39600*001|14716*39240*001|14717*36900*001|14777*69760*001|14919*67740*001|14936*44343*001|15176*65304*001|15331*26511*001
2545	14951*64170*001|15036*56400*001|15048*38781*001|15064*34254*001|15066*64200*001|15227*68100*001|15230*27234*001
3048	15022*43581*001|15263*69400*001|15336*36125*001|15397*39600*001
3551	15143*43506*001
4054	15228*29268*001|15266*60976*001|15328*38430*001
4557	15336*61471*001
748	14547*54450*001|14591*61962*001|14790*65304*001|14799*28125*001|15047*32745*001|15105*32400*001|15123*32400*001|15139*67740*001|15286*62640*001|15320*71946*001
1037	14602*55278*001|14663*35052*001|14754*68400*001|14806*47216*001|14817*36900*001|14834*67452*001|14846*69060*001|14860*48600*001|14954*68500*001|15007*36208*001|15018*47782*001|15034*71988*001|15221*58350*001|15240*70050*001
1540	14702*57960*001|14791*49708*001|14848*26709*001|14950*45984*001|14968*50314*001|14997*29328*001|15038*56889*001|15066*33000*001|15284*32220*001|15336*53168*001
16	14341*72000*001|14605*28542*001|14614*50400*001|14618*43200*001|14783*36340*001|14957*45118*001|15032*49395*001|15084*67138*001|15273*47216*001
2043	14837*69060*001|15048*31236*001|15108*68400*001|15109*65304*001|15313*54747*001|15321*42680*001
246	14415*40800*001|14490*40800*001|14719*48600*001|15325*55188*001
2546	14952*26066*001|15393*68646*001
3049	15022*46923*001|15202*62438*001|15229*38850*001|15292*27428*001|15311*56511*001|15314*60039*001
3552	15143*47574*001
4055	15228*39438*001|15334*64449*001|15369*26083*001
4558	15336*64093*001|15348*49500*001
749	14547*60300*001|14630*43200*001|14662*43400*001|14774*50724*001|14792*49708*001|14840*31236*001|15051*29880*001
1038	14602*65304*001|14747*32400*001|14810*63728*001|14865*68100*001|15258*72000*001|15315*27846*001|15364*38700*001
1541	14702*62640*001|14831*44817*001|14856*33000*001|14862*51642*001|15208*37100*001|15324*41517*001
17	14342*48600*001|14507*35600*001|14591*35226*001|14713*34112*001|14851*40290*001|14906*71994*001|14962*50314*001|14973*52046*001|15154*27327*001
2044	14838*26709*001|14963*42520*001|15043*56889*001|15188*60848*001|15190*55510*001|15202*27798*001|15241*35370*001|15320*35343*001
247	14415*48600*001|14636*68400*001|14925*65304*001|14944*35835*001|14971*41654*001|15003*66480*001|15289*55620*001|15297*47480*001|15334*56070*001
2547	14952*48582*001|15050*52362*001|15201*45118*001|15210*58974*001|15294*56392*001
3050	15022*58620*001|15090*45252*001|15205*52046*001|15340*29169*001
3553	15143*51642*001|15163*58620*001|15320*54747*001
4056	15228*65880*001|15322*31374*001
4559	15336*66278*001|15365*34030*001|15370*60300*001
750	14547*66150*001|14610*43200*001|14836*56889*001|14868*42750*001|15362*67500*001
1039	14603*28542*001|14650*69400*001|14919*71994*001|14927*50724*001|14937*54978*001|14946*35796*001|14995*63728*001|15089*43581*001|15255*52720*001|15325*43722*001|15343*70233*001
1542	14703*43920*001|15047*26709*001|15066*70440*001|15385*51936*001
18	14342*72000*001|14869*70050*001|14914*42216*001|14946*62286*001|14948*66768*001|15351*53456*001
2045	14838*31236*001|14866*67914*001|15034*48594*001|15207*60706*001|15253*52720*001|15313*41958*001|15313*65772*001|15319*62685*001|15321*50109*001|15352*43200*001
248	14415*72000*001|14437*43920*001|14492*72000*001|14530*31050*001|14541*66150*001|14691*41910*001|14774*52851*001|14793*45675*001|14808*69075*001|14861*38850*001|14972*32128*001|15191*46850*001|15283*34112*001|15325*47250*001
2548	14952*52912*001|14982*46470*001|15099*61200*001|15119*50400*001|15266*58224*001|15320*26082*001|15334*27846*001
3051	15022*60291*001|15154*37962*001
3554	15144*29454*001
4057	15229*44700*001|15317*30933*001|15317*64890*001
4560	15336*68026*001
751	14548*31050*001|14554*38570*001|14669*66800*001|14774*42216*001|14838*62925*001|14976*32264*001|14979*59600*001|14993*63728*001|15028*70317*001|15070*46923*001|15339*25641*001
1040	14603*35226*001|14699*41910*001|14959*59840*001|15039*31236*001|15057*35763*001|15074*56949*001|15337*64008*001
1543	14703*48600*001|14941*44343*001|14989*55472*001|15041*45480*001|15139*27327*001|15357*49924*001
19	14343*40800*001|14428*43920*001|14440*64200*001|14513*56400*001|14666*27800*001|14859*36900*001|15031*40239*001|15068*65304*001
2046	14838*46326*001|14886*67740*001|15044*32745*001
249	14416*43920*001|14535*60300*001|14669*48600*001|14705*29880*001|14789*59232*001|14836*32745*001|14885*59232*001|15122*48594*001|15146*50724*001|15318*52101*001|15335*64890*001|15347*40211*001
2549	14952*54644*001|14989*41712*001|15190*66768*001|15205*37324*001|15311*71505*001
3052	15023*28542*001|15078*61962*001|15300*62640*001|15303*39240*001
3555	15144*31581*001|15340*49455*001
4058	15229*52500*001|15331*29570*001
4561	15337*34461*001|15347*57871*001
752	14548*42750*001|14790*31884*001|14854*53871*001|14975*38190*001|15354*57600*001|15379*57600*001
1041	14603*41910*001|14734*31884*001|14778*63486*001|14799*33975*001|14883*42750*001|14963*45984*001|14978*69158*001|15109*61962*001|15328*36666*001|15339*64449*001
1544	14703*62640*001|14909*33708*001|14973*49448*001|15124*31884*001|15196*38800*001|15202*29530*001|15301*49708*001|15318*34902*001
20	14343*56400*001|14517*51200*001|14790*56392*001|14883*60300*001|14963*41654*001|15008*58620*001|15076*38568*001|15128*63486*001|15211*40788*001
2047	14838*50853*001|15311*27405*001
250	14416*53280*001|14584*35226*001|14662*53800*001|14691*61962*001|14775*67532*001|14831*32745*001|14991*55472*001|15026*60291*001|15230*49608*001|15305*34560*001|15313*69741*001|15316*60597*001
2550	14952*56376*001|14998*71994*001|15030*66975*001|15193*70232*001|15293*50940*001|15366*27900*001
3053	15023*33555*001|15189*35592*001|15246*52500*001|15255*66480*001|15313*55629*001|15347*34913*001
3556	15144*40089*001|15191*57242*001|15327*34902*001
4059	15229*54450*001
4562	15337*42399*001
753	14548*54450*001|14597*31884*001|14712*50940*001|14931*52851*001|14957*39056*001|15117*55278*001|15143*59778*001|15266*33456*001
1042	14603*55278*001|14633*72000*001|14731*57960*001|14863*33000*001|14950*71098*001|14975*32128*001|15316*34814*001
1545	14703*72000*001|14779*34112*001|14793*51525*001|14979*62352*001|15007*58224*001|15147*37962*001|15188*67532*001
2048	14838*56889*001|14952*42520*001|15039*43308*001|15179*55620*001|15189*55510*001|15223*52500*001|15321*71085*001|15332*41076*001|15334*40194*001|15395*61962*001
21	14343*72000*001|14412*48600*001|14416*62640*001|14511*61600*001|14541*36900*001|14546*72000*001|14589*71988*001|14650*30400*001|14811*33975*001|14842*35763*001|14965*47716*001|15006*59232*001|15060*50853*001
251	14417*33000*001|14465*59232*001|14525*42750*001|14888*46470*001|14947*57242*001|14963*30396*001|14987*27952*001|15319*70182*001|15337*53865*001
2551	14952*57242*001|15008*40239*001
3054	15023*48594*001|15321*58849*001|15323*45045*001
3557	15144*46470*001|15277*41712*001
4060	15230*33336*001
4563	15337*46368*001
754	14548*60300*001|14625*50400*001|14668*27663*001|14827*47835*001|14967*45118*001|15006*53560*001|15348*34200*001|15356*43200*001
1043	14603*58620*001|14633*39600*001|14658*27800*001|14798*49968*001|14801*60976*001|14849*58398*001|14967*68500*001|15029*71977*001
1546	14704*31884*001|14784*43024*001|14945*31884*001|14967*51180*001|15059*28218*001|15191*54644*001
2049	14838*64434*001|14938*27428*001|14971*43386*001|15174*67320*001|15282*57960*001|15327*63567*001
22	14344*40800*001|14758*65304*001|14764*60848*001|14795*71984*001|14953*26932*001|14960*27798*001|15001*60976*001|15334*54747*001
252	14417*48600*001|14654*43400*001|14665*52293*001|15066*50160*001|15206*56376*001|15356*44100*001
2552	14952*58974*001|15190*34726*001|15216*47300*001|15300*72000*001
3055	15023*71988*001|15170*60848*001
3558	15144*54978*001|15396*72000*001
4061	15230*35370*001|15331*33940*001
4564	15337*49455*001
755	14548*66150*001|14622*64800*001|14810*58224*001|14877*31302*001|15062*61416*001|15158*60300*001|15191*41654*001|15237*61812*001|15295*36900*001|15316*59286*001
1044	14603*65304*001|14734*51936*001|14886*33708*001|14928*67532*001|14940*38568*001|14948*39922*001|14949*42520*001|14999*55472*001|15319*30933*001
1547	14704*54164*001|14763*49708*001|14962*54644*001|15165*55620*001|15207*49448*001|15320*34461*001
2050	14838*67452*001|14969*40788*001|14978*39380*001|14983*48592*001|15007*51344*001|15289*43920*001|15324*45045*001|15326*34814*001|15336*45739*001
23	14344*56400*001|14458*39240*001|14483*29454*001|14652*71997*001|14662*51200*001|14677*28542*001|14711*38568*001|14715*27428*001|14918*49708*001|14984*36544*001|15194*64170*001|15196*31150*001|15222*71982*001|15321*35251*001|15343*34913*001|15363*43743*001|15366*51300*001
253	14417*56400*001|14484*46470*001|14743*58620*001|14746*71988*001|14811*63225*001|14960*35592*001|15014*60291*001|15054*64434*001|15146*40089*001
2553	14952*59840*001|15279*52720*001|15313*58275*001
3056	15024*61962*001|15057*65943*001|15192*54950*001|15369*66701*001
3559	15144*59232*001|15189*44252*001|15195*49448*001|15360*49500*001
4062	15230*43506*001|15289*46260*001|15327*28728*001|15337*40635*001
4565	15337*56511*001
756	14548*72000*001|14730*27540*001|14970*49448*001|15109*35226*001|15137*27327*001
1	14336*48600*001|14466*46470*001|14680*48594*001|14701*36000*001|14707*36900*001|14715*47480*001|14775*29656*001|14992*35126*001|15193*39056*001|15237*43506*001|15282*29880*001|15315*50337*001
1045	14603*68646*001|14652*44904*001|14656*30400*001|14716*41580*001|14720*45252*001|14850*70522*001|14863*36900*001|14870*55710*001|14900*72000*001|14971*65902*001|14974*44252*001|15025*26813*001|15144*44343*001|15336*49235*001|15349*47275*001
1548	14704*56392*001|14793*66150*001|15042*41799*001|15355*35796*001
2051	14839*34254*001|15010*58620*001|15060*28218*001|15061*64200*001|15093*55278*001|15094*53607*001|15196*68550*001|15244*60300*001
24	14344*72000*001|14706*43024*001|14961*28732*001|14996*64904*001|15061*26760*001|15129*65613*001|15170*40796*001|15191*38190*001|15338*44604*001
2554	14953*30396*001|14984*35126*001|15013*33555*001|15232*45540*001
3057	15025*54234*001
3560	15144*63486*001|15328*42840*001
254	14418*33000*001|14473*29454*001|14511*46000*001|14586*51936*001|14645*72000*001|14703*67320*001|14737*32400*001|14855*27234*001|14953*45984*001|15267*56400*001|15297*71988*001
4063	15230*47574*001|15344*49500*001
4566	15337*56952*001
